mean_eps,GRR+UE,GRR+OLH,UE+OLH
1.0379999999999998,0.0,1.5505882015268617,0.0
1.0755,0.0,1.2533699462093029,0.0
1.096,0.0,0.9783952895227255,0.0
1.0802999999999998,0.0,1.3289380427499755,0.0
1.0517999999999998,0.0,0.9557497473917531,0.0
1.0716999999999999,0.0,1.6635129047006105,0.0
1.0620999999999998,0.0,1.2455108404262418,0.0
1.0515999999999999,0.0,1.1338497711648374,0.0
1.1084,0.0,1.3629772204955237,0.0
1.0405,0.0,0.5555682238868359,0.0
1.0719,0.0,0.5982960966399443,0.0
1.0451,0.0,0.5815000990859077,0.0
1.0879,0.0,1.4780175239334095,0.0
1.0516999999999999,0.0,0.8825162716292139,0.0
1.0843,0.0,0.5538702451579082,0.0
1.0311,0.0,0.8371254707198009,0.0
1.0948999999999998,0.0,0.4882337750417949,0.0
1.0385,0.0,0.9253663465476869,0.0
1.092,0.0,1.2188584118431702,0.0
1.0491,0.0,1.559152217638886,0.0
1.1105,0.0,1.1682978482238897,0.0
1.0775,0.0,0.6816456303798009,0.0
1.087,0.0,0.9373008277920226,0.0
1.081,0.0,1.1016255825490808,0.0
1.0516999999999999,0.0,0.9737487961881063,0.0
1.0546,0.0,0.9966039269975534,0.0
1.0272999999999997,0.0,0.9789911925385355,0.0
1.084,0.0,0.8020797940739273,0.0
1.0821999999999998,0.0,0.4789671919298806,0.0
1.0688,0.0,0.9329506593073632,0.0
1.0928,0.0,1.6142110458131391,0.0
1.0440999999999998,0.0,1.002831641333339,0.0
1.0646999999999998,0.0,0.9811253200736595,0.0
1.0988,0.0,1.4670955035620907,0.0
1.0435,0.0,0.6737846203902431,0.0
1.068,0.0,0.7505448323567261,0.0
1.0443,0.0,0.9074874701781641,0.0
1.0786,0.0,0.8242593618976948,0.0
1.0589,0.0,0.45879150478970576,0.0
1.0836,0.0,0.5439658555840264,0.0
1.0503,0.0,1.579594289214091,0.0
1.0655999999999999,0.0,1.3993368797945909,0.0
1.0848,0.0,1.014044175088607,0.0
1.088,0.0,1.3232163572553368,0.0
1.0726,0.0,0.6588337376718628,0.0
1.0600999999999998,0.0,0.5923448595096793,0.0
1.0718,0.0,1.0066846451081375,0.0
1.0863,0.0,1.4201926051638212,0.0
1.1001999999999998,0.0,1.1381458114983678,0.0
1.0844999999999998,0.0,0.9671919824127349,0.0
1.0892999999999997,0.0,0.6096093955285726,0.0
1.0515,0.0,0.35165506890843745,0.0
1.0534,0.0,0.479209395600516,0.0
1.1052999999999997,0.0,1.335621587853082,0.0
